consecutive,date,Area,Route,Marsh_River_Canal,UTM_Easting,UTM_Northing,Water Depth,SV length,Weight,Sex,lnWeight,lnSVL,SizeClass,month,Season,year,WY,stud_resid,Groups
194,10/13/2000,WCA2,WCA2A_Marsh,Marsh,560859,2900806,118,94.3,19.5,Female,2.970414466,4.54648119,Adult,10,Fall,2000,2001,0.767353634,Central
197,10/20/2000,WCA3AS,WCA3A-HD_Marsh,Marsh,549188,2881243,80,101.8,18,Female,2.890371758,4.623010104,Adult,10,Fall,2000,2001,-1.699270328,Central
206,3/11/2001,LOX,Lox_Marsh,Marsh,569187,2929547,23,73,7.8,Male,2.054123734,4.290459441,Subadult,3,Spring,2001,2001,-0.168954305,Northeast
207,3/11/2001,LOX,Lox_Marsh,Marsh,569665,2928800,27,68.9,6.5,Male,1.871802177,4.232656178,Subadult,3,Spring,2001,2001,-0.189869873,Northeast
210,3/11/2001,LOX,Lox_Marsh,Marsh,569169,2930018,22.5,90,15.2,Male,2.721295428,4.49980967,Adult,3,Spring,2001,2001,-0.040164731,Northeast
211,3/11/2001,LOX,Lox_Marsh,Marsh,569129,2929826,23.5,121.5,40,Male,3.688879454,4.799914263,Adult,3,Spring,2001,2001,0.231226564,Northeast
213,3/11/2001,LOX,Lox_Marsh,Marsh,569600,2928063,31,108,28,Female,3.33220451,4.682131227,Adult,3,Spring,2001,2001,0.303722776,Northeast
214,3/12/2001,LOX,Lox_Marsh,Marsh,574090,2928536,22,140.4,65,Male,4.17438727,4.944495492,Adult,3,Spring,2001,2001,0.512303472,Northeast
216,3/12/2001,LOX,Lox_Marsh,Marsh,574294,2928426,16,118.5,36,Male,3.583518938,4.774912961,Adult,3,Spring,2001,2001,0.016563894,Northeast
217,3/12/2001,LOX,Lox_Marsh,Marsh,573953,2928111,13.5,126,34,Male,3.526360525,4.836281907,Adult,3,Spring,2001,2001,-1.907606094,Northeast
218,3/12/2001,LOX,Lox_Marsh,Marsh,573993,2928798,22,113.6,32,Female,3.465735903,4.732683506,Adult,3,Spring,2001,2001,0.120906912,Northeast
219,3/12/2001,LOX,Lox_Marsh,Marsh,574090,2928185,26,73.9,8.3,Female,2.116255515,4.302712828,Subadult,3,Spring,2001,2001,0.017703797,Northeast
220,3/12/2001,LOX,Lox_Marsh,Marsh,573899,2928004,15,69.5,6.9,Female,1.931521412,4.241326753,Subadult,3,Spring,2001,2001,0.064500536,Northeast
230,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520328,2850378,33,76.4,9.3,Female,2.2300144,4.335982696,Subadult,3,Spring,2001,2001,0.098164774,Central
231,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,521835,2849800,33,98,19,Male,2.944438979,4.584967479,Adult,3,Spring,2001,2001,-0.362064686,Central
232,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,521024,2849970,33,64.3,5.5,Female,1.704748092,4.163559631,Subadult,3,Spring,2001,2001,0.180146284,Central
233,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,521562,2851818,42,112.5,29,Female,3.36729583,4.722953222,Adult,3,Spring,2001,2001,-0.4082314,Central
234,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520761,2851878,39,118.5,42,Male,3.737669618,4.774912961,Adult,3,Spring,2001,2001,1.212790355,Central
235,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519081,2852762,26,115,42,Male,3.737669618,4.744932128,Adult,3,Spring,2001,2001,1.936285153,Central
236,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518123,2849733,21.5,87,12,Male,2.48490665,4.465908119,Subadult,3,Spring,2001,2001,-1.056928938,Central
237,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520592,2851324,10,98.5,18,Female,2.890371758,4.590056548,Adult,3,Spring,2001,2001,-0.904284658,Central
238,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519737,2852113,38,119.5,44,Male,3.784189634,4.783316371,Adult,3,Spring,2001,2001,1.371224916,Central
240,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519309,2850961,40.3,126.9,54,Male,3.988984047,4.843399375,Adult,3,Spring,2001,2001,1.511748085,Central
241,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518007,2849322,23.4,65.5,5.6,Female,1.722766598,4.182050143,Subadult,3,Spring,2001,2001,-0.12602774,Central
242,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,521576,2855708,28,128.5,42,Male,3.737669618,4.855928904,Adult,3,Spring,2001,2001,-0.740931636,Central
243,3/13/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520163,2853577,10,71,7.9,Male,2.066862759,4.262679877,Subadult,3,Spring,2001,2001,0.599891049,Central
246,3/14/2001,WCA2,WCA2A_Marsh,Marsh,559938,2900161,31.5,64.6,6.5,Female,1.871802177,4.168214411,Subadult,3,Spring,2001,2001,1.364946269,Central
250,3/14/2001,WCA2,WCA2A_Marsh,Marsh,558592,2899985,24.5,79.1,12,Female,2.48490665,4.370712875,Subadult,3,Spring,2001,2001,1.238719557,Central
251,3/14/2001,WCA2,WCA2A_Marsh,Marsh,559905,2900226,28,62.3,5.25,Female,1.658228077,4.131961426,Subadult,3,Spring,2001,2001,0.581357739,Central
253,3/14/2001,WCA2,WCA2A_Marsh,Marsh,560169,2900233,16,76.5,10,Female,2.302585093,4.337290741,Subadult,3,Spring,2001,2001,0.629770455,Central
258,3/14/2001,WCA2,WCA2A_Marsh,Marsh,557131,2898109,42.2,126,32,Male,3.465735903,4.836281907,Adult,3,Spring,2001,2001,-2.378840624,Central
261,3/14/2001,WCA2,WCA2A_Marsh,Marsh,556739,2898156,44,108.4,25.4,Male,3.234749174,4.685828089,Adult,3,Spring,2001,2001,-0.541487976,Central
262,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,550042,2881569,40,105,30,Female,3.401197382,4.65396035,Adult,3,Spring,2001,2001,1.518557756,Central
264,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549446,2879508,35.6,120.5,30,Male,3.401197382,4.791649753,Adult,3,Spring,2001,2001,-1.802322861,Central
265,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,548882,2882316,39.5,109.5,28,Female,3.33220451,4.695924549,Adult,3,Spring,2001,2001,-0.028821314,Central
266,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549038,2878695,41.7,105.5,26,Female,3.258096538,4.658710953,Adult,3,Spring,2001,2001,0.293423487,Central
267,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549984,2880347,71.5,117,38,Female,3.63758616,4.762173935,Adult,3,Spring,2001,2001,0.74324081,Central
268,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,547391,2879207,38.6,114.4,38,Female,3.63758616,4.739701079,Adult,3,Spring,2001,2001,1.28525894,Central
269,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,548025,2879562,20.2,105,30,Female,3.401197382,4.65396035,Adult,3,Spring,2001,2001,1.518557756,Central
270,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549097,2880416,39,127.5,45,Male,3.80666249,4.848116365,Adult,3,Spring,2001,2001,-0.017137314,Central
271,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549250,2878479,48,73,7.5,Male,2.014903021,4.290459441,Subadult,3,Spring,2001,2001,-0.473329052,Central
273,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549208,2878565,41,80,11.6,Female,2.451005098,4.382026635,Subadult,3,Spring,2001,2001,0.702662713,Central
274,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,547626,2880211,41.5,97.7,22,Female,3.091042453,4.581901559,Adult,3,Spring,2001,2001,0.849256633,Central
275,3/14/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,549148,2878644,45.5,67.1,5.25,Female,1.658228077,4.206184044,Subadult,3,Spring,2001,2001,-1.209296354,Central
276,3/15/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,548058,2879111,48,77.3,10,Female,2.302585093,4.347693956,Subadult,3,Spring,2001,2001,0.378880063,Central
293,10/8/2001,LOX,Lox_Marsh,Marsh,574493,2932645,72,78.5,10,U,2.302585093,4.363098625,Subadult,10,Fall,2001,2002,0.007417647,Northeast
294,10/8/2001,LOX,Lox_Marsh,Marsh,574096,2932962,58,110,27,U,3.295836866,4.700480366,Adult,10,Fall,2001,2002,-0.420810988,Northeast
295,10/8/2001,LOX,Lox_Marsh,Marsh,574308,2932866,53,86.7,13,U,2.564949357,4.462453884,Subadult,10,Fall,2001,2002,-0.352513271,Northeast
296,10/8/2001,LOX,Lox_Marsh,Marsh,574169,2933064,54,107.5,28,U,3.33220451,4.677490848,Adult,10,Fall,2001,2002,0.41560121,Northeast
297,10/8/2001,LOX,Lox_Marsh,Marsh,574054,2933162,61,97.5,20.2,U,3.005682604,4.579852378,Adult,10,Fall,2001,2002,0.236376005,Northeast
298,10/8/2001,LOX,Lox_Marsh,Marsh,573857,2929374,63.3,101.5,24,U,3.17805383,4.620058798,Adult,10,Fall,2001,2002,0.604323052,Northeast
299,10/8/2001,LOX,Lox_Marsh,Marsh,574356,2928818,57.1,115.5,33,U,3.496507561,4.74927053,Adult,10,Fall,2001,2002,-0.040266341,Northeast
300,10/8/2001,LOX,Lox_Marsh,Marsh,573805,2929104,62,101,21.5,U,3.068052935,4.615120517,Adult,10,Fall,2001,2002,-0.13002015,Northeast
301,10/8/2001,LOX,Lox_Marsh,Marsh,574096,2928819,60,112,30.5,U,3.417726684,4.718498871,Adult,10,Fall,2001,2002,0.090423161,Northeast
302,10/8/2001,WCA2,WCA2A_Marsh,Marsh,567985,2906228,58.5,101.2,21.5,Female,3.068052935,4.617098757,Adult,10,Fall,2001,2002,-0.17771249,Central
303,10/8/2001,WCA2,WCA2A_Marsh,Marsh,568338,2909844,10,105.5,28,Female,3.33220451,4.658710953,Adult,10,Fall,2001,2002,0.868427094,Central
304,10/8/2001,WCA2,WCA2A_Marsh,Marsh,568587,2913891,72,105,25.4,Female,3.234749174,4.65396035,Adult,10,Fall,2001,2002,0.226824413,Central
306,10/8/2001,WCA2,WCA2A_Marsh,Marsh,567593,2913014,91,108.5,27.5,Female,3.314186005,4.686750173,Adult,10,Fall,2001,2002,0.052574538,Central
307,10/8/2001,WCA2,WCA2A_Marsh,Marsh,569212,2914582,64,97.6,25,Male,3.218875825,4.580877493,Adult,10,Fall,2001,2002,1.866403798,Central
308,10/8/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,550552,2880682,999,64.4,4.5,Female,1.504077397,4.165113633,Subadult,10,Fall,2001,2002,-1.415434452,Central
309,10/9/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,528593,2878054,55.5,102.5,26,Female,3.258096538,4.629862799,Adult,10,Fall,2001,2002,0.989020509,Central
310,10/9/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,528303,2878028,57,86,15.5,Male,2.740840024,4.454347296,Adult,10,Fall,2001,2002,1.207781526,Central
311,10/9/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,532602,2876793,70,102.2,26,Female,3.258096538,4.626931678,Adult,10,Fall,2001,2002,1.059712528,Central
312,10/9/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,532821,2876717,71,104.9,25.5,Female,3.238678452,4.653007515,Adult,10,Fall,2001,2002,0.280279961,Central
313,10/9/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,548631,2882414,999,106.8,28.5,Male,3.349904087,4.670957927,Adult,10,Fall,2001,2002,0.71044881,Central
314,10/10/2001,LOX,Lox_Marsh,Marsh,572828,2928421,47,82.5,11.5,Male,2.442347035,4.412798293,Subadult,10,Fall,2001,2002,-0.106518011,Northeast
315,10/10/2001,LOX,Lox_Marsh,Marsh,572524,2928104,61,96,17.5,Female,2.862200881,4.564348191,Adult,10,Fall,2001,2002,-0.502970496,Northeast
316,10/10/2001,LOX,Lox_Marsh,Marsh,573177,2928564,73.6,103,23,Female,3.135494216,4.634728988,Adult,10,Fall,2001,2002,-0.079548121,Northeast
317,10/10/2001,LOX,Lox_Marsh,Marsh,572435,2927930,64,105.2,26,Male,3.258096538,4.6558633,Adult,10,Fall,2001,2002,0.362078561,Northeast
318,10/10/2001,WCA2,WCA2A_Marsh,Marsh,561497,2908882,64,82.6,12,Male,2.48490665,4.414009681,Subadult,10,Fall,2001,2002,0.194481821,Central
319,10/10/2001,WCA2,WCA2A_Marsh,Marsh,556856,2906241,71.7,93,16.8,Female,2.821378886,4.532599493,Adult,10,Fall,2001,2002,-0.054238849,Central
322,10/10/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,532033,2876874,31.3,104.5,27,Female,3.295836866,4.649187071,Adult,10,Fall,2001,2002,0.815879368,Central
323,10/10/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,534991,2876928,94.5,94.5,18.8,Male,2.93385687,4.548599834,Adult,10,Fall,2001,2002,0.432619502,Central
324,10/10/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,550769,2880798,119,109,28.5,Female,3.349904087,4.691347882,Adult,10,Fall,2001,2002,0.218832769,Central
325,10/10/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,525184,2879022,60.8,71.6,8.3,Female,2.116255515,4.271095074,Subadult,10,Fall,2001,2002,0.780281148,Central
327,10/10/2001,WCA3AS,WCA3A-HD_Marsh,Marsh,548252,2880031,999,110,30.5,Female,3.417726684,4.700480366,Adult,10,Fall,2001,2002,0.524849618,Central
328,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518609,2850020,62.8,102,25,Male,3.218875825,4.624972813,Adult,10,Fall,2001,2002,0.802583302,Central
329,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520129,2854352,76.5,72.2,9,Male,2.197224577,4.279440046,Subadult,10,Fall,2001,2002,1.207534639,Central
331,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520341,2854979,72,92.8,16.5,Female,2.803360381,4.53044664,Adult,10,Fall,2001,2002,-0.142123334,Central
332,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518567,2851549,84,102,23,Male,3.135494216,4.624972813,Adult,10,Fall,2001,2002,0.155657039,Central
333,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518488,2851207,83,74.8,9,Male,2.197224577,4.314817885,Subadult,10,Fall,2001,2002,0.354109697,Central
335,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519707,2853408,85.7,99.5,26,Female,3.258096538,4.600157644,Adult,10,Fall,2001,2002,1.705663654,Central
336,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518746,2851909,81,85.5,12.8,Male,2.549445171,4.448516376,Subadult,10,Fall,2001,2002,-0.13676731,Central
337,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519483,2851633,89.5,124,37.5,Male,3.624340933,4.820281566,Adult,10,Fall,2001,2002,-0.760686568,Central
338,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519756,2852828,87.5,76.5,10.3,Female,2.332143895,4.337290741,Subadult,10,Fall,2001,2002,0.859182429,Central
339,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,518662,2851853,82.5,102.7,20.5,Male,3.020424886,4.631812117,Adult,10,Fall,2001,2002,-0.902011023,Central
340,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520210,2854101,89.9,115,28.5,Male,3.349904087,4.744932128,Adult,10,Fall,2001,2002,-1.073231006,Central
341,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,520001,2852353,86,81,11.3,Male,2.424802726,4.394449155,Subadult,10,Fall,2001,2002,0.199781411,Central
342,10/10/2001,WCA3AS,WCA3A-N41_Marsh,Marsh,519326,2853200,94.5,107.5,20.5,Male,3.020424886,4.677490848,Adult,10,Fall,2001,2002,-2.004214949,Central
345,10/11/2001,LOX,Lox_Marsh,Marsh,572392,2927885,46.7,64,5.5,Male,1.704748092,4.158883083,Subadult,10,Fall,2001,2002,0.292966202,Northeast
351,3/18/2002,LOX,Lox_Marsh,Marsh,573523,2928974,35,118.5,36,Male,3.583518938,4.774912961,Adult,3,Spring,2002,2002,0.016563894,Northeast
352,3/18/2002,LOX,Lox_Marsh,Marsh,573516,2927915,35,99,21.5,Female,3.068052935,4.59511985,Adult,3,Spring,2002,2002,0.352165905,Northeast
353,3/18/2002,LOX,Lox_Marsh,Marsh,573609,2928148,30,126,42.5,Male,3.749504076,4.836281907,Adult,3,Spring,2002,2002,-0.175284858,Northeast
354,3/18/2002,LOX,Lox_Marsh,Marsh,573557,2928813,45,117,32.5,Female,3.481240089,4.762173935,Adult,3,Spring,2002,2002,-0.469839407,Northeast
355,3/18/2002,LOX,Lox_Marsh,Marsh,573630,2927636,30,102,23,Female,3.135494216,4.624972813,Adult,3,Spring,2002,2002,0.155657039,Northeast
356,3/18/2002,WCA2,WCA2A_Marsh,Marsh,561457,2900322,53.5,93.8,20,Female,2.995732274,4.541164856,Subadult,3,Spring,2002,2002,1.09204486,Central
357,3/18/2002,WCA2,WCA2A_Marsh,Marsh,566317,2903466,58.5,87.8,13,Female,2.564949357,4.475061501,Subadult,3,Spring,2002,2002,-0.656501819,Central
358,3/18/2002,WCA2,WCA2A_Marsh,Marsh,563101,2903320,30,104.9,22,Female,3.091042453,4.653007515,Adult,3,Spring,2002,2002,-0.865150329,Central
359,3/18/2002,WCA2,WCA2A_Marsh,Marsh,560393,2902642,42,108.2,27.2,Female,3.303216973,4.683981366,Adult,3,Spring,2002,2002,0.034229195,Central
360,3/18/2002,WCA2,WCA2A_Marsh,Marsh,560968,2903431,77,100.8,19.5,Female,2.970414466,4.613138356,Adult,3,Spring,2002,2002,-0.839770832,Central
361,3/18/2002,WCA2,WCA2A_Marsh,Marsh,566078,2903660,34.5,77.5,11,Male,2.397895273,4.350277936,Subadult,3,Spring,2002,2002,1.056261879,Central
362,3/18/2002,WCA2,WCA2A_Marsh,Marsh,560831,2900634,55,98.1,20,Female,2.995732274,4.585987367,Adult,3,Spring,2002,2002,0.011277757,Central
363,3/18/2002,WCA2,WCA2A_Marsh,Marsh,564493,2906338,10,70.5,7.3,Male,1.987874348,4.25561271,Subadult,3,Spring,2002,2002,0.157301687,Central
364,3/18/2002,WCA2,WCA2A_Marsh,Marsh,560703,2900248,62,103,22.5,Female,3.113515309,4.634728988,Adult,3,Spring,2002,2002,-0.250059173,Central
365,3/18/2002,WCA2,WCA2A_Marsh,Marsh,559609,2901186,46,103.4,21.5,Female,3.068052935,4.638604962,Adult,3,Spring,2002,2002,-0.696234531,Central
366,3/18/2002,WCA2,WCA2A_Marsh,Marsh,564945,2906578,24,71.2,7,Male,1.945910149,4.265492818,Subadult,3,Spring,2002,2002,-0.40665848,Central
367,3/18/2002,WCA2,WCA2A_Marsh,Marsh,565282,2907686,26,90.6,16,Female,2.772588722,4.506454213,Adult,3,Spring,2002,2002,0.197578765,Central
368,3/19/2002,LOX,Lox_Marsh,Marsh,572381,2932725,30,76,9.5,Female,2.251291799,4.33073334,Subadult,3,Spring,2002,2002,0.389860261,Northeast
369,3/19/2002,LOX,Lox_Marsh,Marsh,572053,2933323,38,107,31,Female,3.433987204,4.672828834,Adult,3,Spring,2002,2002,1.31790431,Northeast
370,3/19/2002,LOX,Lox_Marsh,Marsh,572798,2932273,35,74.5,9.5,Female,2.251291799,4.310799125,Subadult,3,Spring,2002,2002,0.870659608,Northeast
371,3/19/2002,LOX,Lox_Marsh,Marsh,572038,2933543,30,109,33,Female,3.496507561,4.691347882,Adult,3,Spring,2002,2002,1.35650622,Northeast
372,3/19/2002,WCA2,WCA2A_Marsh,Marsh,560204,2902877,60,93.8,18.5,Female,2.917770732,4.541164856,Adult,3,Spring,2002,2002,0.487076229,Central
373,3/19/2002,WCA2,WCA2A_Marsh,Marsh,567389,2903289,27,110.5,32,Female,3.465735903,4.705015521,Adult,3,Spring,2002,2002,0.788017773,Central
374,3/19/2002,WCA2,WCA2A_Marsh,Marsh,566991,2903919,48,102.6,24.5,Female,3.198673118,4.630837933,Adult,3,Spring,2002,2002,0.504407243,Central
375,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,542208,2879361,71.5,66.2,5.6,Female,1.722766598,4.192680463,Subadult,3,Spring,2002,2002,-0.382447929,Central
376,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,550794,2881107,74.2,65.1,6.3,Male,1.840549633,4.175924549,Subadult,3,Spring,2002,2002,0.936115842,Central
377,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,545259,2879104,75.3,113.7,32,Male,3.465735903,4.733563401,Adult,3,Spring,2002,2002,0.099692913,Central
379,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,542964,2878664,71.8,106.2,31,Female,3.433987204,4.665324109,Adult,3,Spring,2002,2002,1.498965275,Central
381,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,549294,2878887,74,63.2,5.4,Male,1.686398954,4.146304301,Subadult,3,Spring,2002,2002,0.453996937,Central
384,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,546844,2880742,67,80,10,Female,2.302585093,4.382026635,Subadult,3,Spring,2002,2002,-0.448984139,Central
386,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,548932,2877871,71,123.2,42,Male,3.737669618,4.813809051,Adult,3,Spring,2002,2002,0.274765714,Central
387,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,549161,2881826,79,109,25.5,Female,3.238678452,4.691347882,Adult,3,Spring,2002,2002,-0.644096362,Central
388,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,547398,2878739,69,75.4,9.4,Male,2.240709689,4.322807275,Subadult,3,Spring,2002,2002,0.498890353,Central
389,3/19/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,549832,2879222,63,101.6,24,Female,3.17805383,4.621043535,Adult,3,Spring,2002,2002,0.580579685,Central
391,3/19/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,527098,2852220,48,104,23,Male,3.135494216,4.644390899,Adult,3,Spring,2002,2002,-0.312485217,Central
392,3/19/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,525545,2857634,48,69.4,7.2,Female,1.974081026,4.239886868,Subadult,3,Spring,2002,2002,0.42954788,Central
395,3/19/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,526623,2854671,62.6,112,37,Male,3.610917913,4.718498871,Adult,3,Spring,2002,2002,1.58975107,Central
396,3/19/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,526997,2853204,49,77,9.5,Male,2.251291799,4.343805422,Subadult,3,Spring,2002,2002,0.074632692,Central
397,3/20/2002,ENP,ENP-SS,Marsh,525705,2835700,16.4,108,32.5,Female,3.481240089,4.682131227,Adult,3,Spring,2002,2002,1.460334735,South
398,3/20/2002,ENP,ENP-SS,Marsh,524353,2829877,27,67,7,Female,1.945910149,4.204692619,Subadult,3,Spring,2002,2002,1.059974534,South
399,3/20/2002,ENP,ENP-SS,Marsh,526066,2835011,20.2,120.9,47,Male,3.850147602,4.794963758,Adult,3,Spring,2002,2002,1.602363518,South
400,3/20/2002,ENP,ENP-SS,Marsh,526036,2835100,19.5,108,25,Female,3.218875825,4.682131227,Adult,3,Spring,2002,2002,-0.575509525,South
401,3/20/2002,ENP,ENP-SS,Marsh,525038,2836139,16.5,101.5,30.5,Female,3.417726684,4.620058798,Adult,3,Spring,2002,2002,2.465544535,South
402,3/20/2002,ENP,ENP-SS,Marsh,526147,2834049,30.6,89.4,17,Female,2.833213344,4.493120682,Adult,3,Spring,2002,2002,0.98949311,South
403,3/20/2002,ENP,ENP-SS,Marsh,525907,2832155,33.5,98.2,22.5,Female,3.113515309,4.587006215,Adult,3,Spring,2002,2002,0.900547506,South
404,3/20/2002,LOX,Lox_Marsh,Marsh,571813,2933523,25,103.5,26.75,Female,3.286534473,4.639571613,Adult,3,Spring,2002,2002,0.975572125,Northeast
405,3/20/2002,LOX,Lox_Marsh,Marsh,570272,2934898,35,107,30.5,Female,3.417726684,4.672828834,Adult,3,Spring,2002,2002,1.191679715,Northeast
406,3/20/2002,LOX,Lox_Marsh,Marsh,571219,2934686,30,102.5,21.5,Female,3.068052935,4.629862799,Adult,3,Spring,2002,2002,-0.485445965,Northeast
407,3/20/2002,LOX,Lox_Marsh,Marsh,571362,2934318,36,133,61.5,Male,4.119037175,4.890349128,Adult,3,Spring,2002,2002,1.388795653,Northeast
408,3/20/2002,LOX,Lox_Marsh,Marsh,570268,2934792,28,80.2,11,Female,2.397895273,4.384523515,Subadult,3,Spring,2002,2002,0.230335506,Northeast
409,3/20/2002,LOX,Lox_Marsh,Marsh,570268,2934792,35,112.5,30,Female,3.401197382,4.722953222,Adult,3,Spring,2002,2002,-0.145207158,Northeast
410,3/20/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,528166,2853441,45.4,112,31,Female,3.433987204,4.718498871,Adult,3,Spring,2002,2002,0.216576722,Central
411,3/20/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,527098,2853992,57.3,104.5,31,Female,3.433987204,4.649187071,Adult,3,Spring,2002,2002,1.888422767,Central
412,3/20/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,526821,2855475,48.2,65.3,5.4,Female,1.686398954,4.178992036,Subadult,3,Spring,2002,2002,-0.334562256,Central
413,3/20/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,527570,2855313,58,101.6,21,Male,3.044522438,4.621043535,Adult,3,Spring,2002,2002,-0.455371221,Central
414,3/20/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,527729,2858128,62,93.1,20.5,Female,3.020424886,4.533674184,Adult,3,Spring,2002,2002,1.464434504,Central
427,3/21/2002,ENP,ENP-SS,Marsh,518924,2821583,16,117.1,40,Male,3.688879454,4.763028271,Adult,3,Spring,2002,2002,1.120730798,South
428,3/21/2002,ENP,ENP-SS,Marsh,524243,2829655,21.7,75.5,8.9,Male,2.186051277,4.324132656,Subadult,3,Spring,2002,2002,0.042778403,South
429,3/21/2002,ENP,ENP-SS,Marsh,520542,2824008,30.2,79.5,8.9,Female,2.186051277,4.375757022,Subadult,3,Spring,2002,2002,-1.202218861,South
430,3/21/2002,ENP,ENP-SS,Marsh,517114,2819384,31,112.5,27,Male,3.295836866,4.722953222,Adult,3,Spring,2002,2002,-0.962731382,South
431,3/21/2002,ENP,ENP-SS,Marsh,523596,2828782,26.8,73.2,8.8,Female,2.174751721,4.293195421,Subadult,3,Spring,2002,2002,0.701207476,South
432,3/21/2002,ENP,ENP-SS,Marsh,518924,2821583,23.8,74.9,8.5,Male,2.140066163,4.316153891,Subadult,3,Spring,2002,2002,-0.121654517,South
433,3/21/2002,ENP,ENP-SS,Marsh,525562,2831418,19,107.3,37,Female,3.610917913,4.67562865,Adult,3,Spring,2002,2002,2.62504192,South
436,3/21/2002,WCA3AS,WCA3A-N41_Marsh,Marsh,527229,2853013,46.5,73,7.4,Female,2.00148,4.290459441,Subadult,3,Spring,2002,2002,-0.577505842,Central
437,10/15/2002,WCA2,WCA2A_Marsh,Marsh,558135,2904547,65.8,65.9,5.6,Male,1.722766598,4.188138442,Subadult,10,Fall,2002,2003,-0.272887356,Central
438,10/15/2002,WCA2,WCA2A_Marsh,Marsh,560322,2903704,57,114,27.5,Male,3.314186005,4.736198448,Adult,10,Fall,2002,2003,-1.139798494,Central
440,10/15/2002,WCA3AS,WCA3A-HD_Marsh,Marsh,549184,2879693,108,80.3,10.5,Male,2.351375257,4.385769621,Subadult,10,Fall,2002,2003,-0.16065977,Central
